UKPRN,ProviderName,ProviderType,Breakdown_code,Breakdown,Completions_2014,Completions_2015,Sustained_Employment_Rate_2014,Sustained_Employment_Rate_2015,Sustained_Learning_Rate_2014,Sustained_Learning_Rate_2015,Sustained_Positive_Destination_Rate_2014,Sustained_Positive_Destination_Rate_2015,Learning_Rate_2014,Learning_Rate_2015,Positive_Destination_Rate_2014,Positive_Destination_Rate_2015,Benefit_Learners_Completions_2014,Benefit_Learners_Completions_2015,Benefit_Learners_Sustained_Employment_Rate_2014,Benefit_Learners_Sustained_Employment_Rate_2015
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Gender,Male,220,220,37,45,13,12,46,50,37,28,63,60,170,150,36,47
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Age,19 - 24,90,80,31,48,15,15,42,55,39,30,60,65,80,60,29,46
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Age,25 - 49,290,250,44,44,21,17,56,53,40,38,69,67,150,120,41,49
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Age,50+,120,140,36,32,20,9,49,38,39,31,66,53,70,50,31,25
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Provision,Skills,500,480,40,41,20,14,52,49,40,34,67,62,290,230,35,42
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 2,30,40,x,39,41,26,91,53,65,45,94,58,x,x,x,x
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Level,Level 2 - Other,60,50,61,50,36,21,79,63,48,46,84,79,x,x,x,x
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),410,390,35,40,15,12,45,47,37,32,62,61,270,220,33,42
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,140,190,24,34,20,15,37,42,39,37,54,57,70,90,22,35
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,360,290,47,46,19,14,58,54,40,33,72,66,220,150,40,47
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,All,All,2120,1900,61,62,32,31,76,77,48,45,82,82,460,290,44,53
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Gender,Female,1460,1360,62,63,31,28,77,76,50,42,83,81,220,180,42,55
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Gender,Male,660,540,58,60,33,39,74,80,46,53,79,84,230,110,46,49
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Age,Under 19,100,110,69,50,35,45,80,70,48,63,82,80,10,x,x,x
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Age,19 - 24,690,640,52,54,41,40,75,77,55,52,81,81,180,130,43,46
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Age,25 - 49,1070,960,65,67,31,26,78,78,49,40,84,82,210,130,47,61
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Age,50+,260,200,65,70,12,16,70,78,29,35,78,82,50,20,39,x
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Provision,Skills,1870,1690,59,60,32,31,75,76,50,46,82,81,450,270,44,51
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Provision,Apprenticeship,250,220,75,81,29,27,84,87,39,33,85,88,x,20,x,x
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Level,Full Level 3,390,380,64,65,38,30,82,80,46,37,84,82,50,40,41,66
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Level,Level 3 - Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Level,Full Level 2,920,820,72,70,29,28,83,81,46,41,88,85,90,90,65,59
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Level,Level 2 - Other,170,260,52,69,38,33,66,81,57,51,75,86,60,30,43,x
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),620,370,46,44,31,37,65,70,51,55,74,78,240,90,38,42
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Level,Traineeships,20,90,x,27,x,28,47,47,27,49,53,62,x,40,x,42
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,200,210,29,32,51,55,71,75,64,63,78,80,40,40,34,31
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,1920,1690,64,66,30,28,76,77,47,42,83,82,410,250,45,56
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,All,All,1390,1070,46,46,31,28,65,62,53,44,77,71,250,150,44,39
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Gender,Female,1080,810,45,46,32,29,64,63,54,45,76,71,170,100,42,43
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Gender,Male,310,260,49,45,28,24,67,58,51,40,78,68,90,50,47,32
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Age,19 - 24,110,70,52,49,26,20,66,59,46,32,72,64,20,x,x,x
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Age,25 - 49,980,760,47,46,30,28,66,63,52,43,77,71,180,100,44,44
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Age,50+,300,240,41,42,34,31,62,60,57,47,76,70,60,40,36,26
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Provision,Skills,1390,1070,46,46,31,28,65,62,53,44,77,71,250,150,44,39
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 3,10,20,x,x,x,x,82,50,27,19,91,50,x,x,x,x
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 3 - Other,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 2,120,110,53,48,40,22,71,59,55,28,81,63,50,20,45,x
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 2 - Other,170,120,45,50,25,19,60,59,42,36,70,69,30,10,x,x
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),1070,830,45,45,31,30,65,63,55,47,77,72,160,110,42,37
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,100,110,20,24,52,47,62,65,76,58,83,74,20,20,x,x
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,1180,910,48,49,30,26,65,62,52,42,77,71,200,130,45,39
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,110,50,48,40,14,19,58,47,38,35,68,56,30,x,x,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,All,All,410,130,58,54,23,16,69,63,42,31,78,71,80,40,52,41
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Gender,Female,350,110,59,56,24,17,71,65,43,32,80,71,50,20,53,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Gender,Male,60,30,50,x,19,11,59,56,40,26,71,70,20,10,x,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Age,Under 19,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Age,19 - 24,60,30,40,x,31,23,53,68,53,39,71,81,10,10,x,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Age,25 - 49,300,80,63,56,21,15,73,63,41,30,81,68,50,20,54,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Age,50+,50,10,50,x,25,x,66,50,41,25,73,67,10,x,x,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Provision,Skills,400,130,58,54,23,16,69,63,42,31,78,71,80,40,52,41
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Provision,Apprenticeship,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Level,Full Level 3,50,30,84,x,13,x,89,88,31,19,93,88,x,x,x,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Level,Level 3 - Other,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Level,Full Level 2,60,x,63,x,30,x,79,x,45,x,84,x,x,x,x,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Level,Level 2 - Other,60,x,60,x,21,x,73,x,46,x,83,x,20,.,x,.
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),240,80,50,44,24,17,62,56,43,37,73,67,50,30,50,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Level,Traineeships,x,10,x,x,x,x,x,75,x,x,x,75,x,x,x,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,60,40,40,29,36,10,60,41,53,29,72,56,20,10,x,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,320,90,60,67,21,19,71,75,41,32,80,79,50,20,57,x
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,30,x,x,x,21,x,72,x,31,x,76,x,x,x,x,x
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,All,All,20,20,x,x,60,50,73,56,60,56,73,61,x,x,x,x
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Gender,Female,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.,x
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Gender,Male,20,20,x,x,62,53,77,60,62,53,77,60,x,x,x,x
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Age,19 - 24,20,20,x,x,60,50,73,56,60,56,73,61,x,x,x,x
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Age,25 - 49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Provision,Skills,20,20,x,x,60,50,73,56,60,56,73,61,x,x,x,x
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Level,Full Level 3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Level,Full Level 2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Level,Level 2 - Other,.,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),20,20,x,x,60,53,73,59,60,59,73,65,x,x,x,x
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,20,20,x,x,60,50,73,56,60,56,73,61,x,x,x,x
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002899,HARLOW COLLEGE,General FE College incl Tertiary,All,All,4080,3350,50,48,9,8,54,51,23,19,62,58,3190,2600,47,44
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Gender,Female,1500,990,51,48,13,12,56,53,26,24,64,61,1050,620,47,42
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Gender,Male,2580,2360,49,48,7,6,52,50,21,17,61,58,2140,1980,46,44
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Age,Under 19,110,80,79,81,30,36,86,87,45,41,90,87,x,x,x,x
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Age,19 - 24,1130,1000,56,53,17,14,63,58,30,26,70,66,760,670,48,46
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Age,25 - 49,2070,1690,48,46,6,5,51,48,20,17,59,57,1770,1400,48,45
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Age,50+,770,580,42,39,2,2,43,40,17,12,53,47,660,530,43,40
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Provision,Skills,3780,3110,47,45,8,6,51,48,22,18,59,56,3190,2590,47,44
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Provision,Apprenticeship,300,230,86,85,23,31,89,90,32,33,91,90,x,x,x,x
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Level,Full Level 3,220,230,72,76,30,35,85,88,36,39,88,90,x,20,x,x
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Level,Level 3 - Other,20,x,x,x,19,x,94,x,25,x,94,x,x,.,x,.
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Level,Full Level 2,320,210,73,72,28,34,80,80,42,38,83,81,50,20,52,x
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Level,Level 2 - Other,100,140,66,62,35,12,75,68,47,32,78,76,40,100,51,55
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),3420,2760,46,43,5,3,48,44,20,15,58,53,3110,2470,47,43
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,1060,860,39,40,8,7,44,43,23,19,53,53,800,670,39,40
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,3000,2470,54,50,10,8,57,53,23,19,65,60,2390,1920,49,45
10002899,HARLOW COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,20,10,x,x,33,x,80,58,47,25,87,75,x,x,x,x
10002907,HARROW COLLEGE,General FE College incl Tertiary,All,All,3770,3450,53,51,26,26,68,65,42,40,77,72,1200,960,48,46
10002907,HARROW COLLEGE,General FE College incl Tertiary,Gender,Female,2200,2030,51,50,29,30,68,66,45,45,78,73,490,400,44,43
10002907,HARROW COLLEGE,General FE College incl Tertiary,Gender,Male,1580,1430,56,53,23,21,68,64,38,33,77,71,710,550,51,49
10002907,HARROW COLLEGE,General FE College incl Tertiary,Age,Under 19,20,50,x,55,20,39,67,67,27,65,73,86,x,x,x,x
10002907,HARROW COLLEGE,General FE College incl Tertiary,Age,19 - 24,1110,1070,53,53,40,36,75,72,54,46,82,77,290,260,54,49
10002907,HARROW COLLEGE,General FE College incl Tertiary,Age,25 - 49,2090,1910,54,52,23,24,68,64,38,39,77,72,630,520,49,45
10002907,HARROW COLLEGE,General FE College incl Tertiary,Age,50+,560,430,47,43,12,11,55,51,31,28,70,61,280,180,40,45
10002907,HARROW COLLEGE,General FE College incl Tertiary,Provision,Skills,3730,3380,53,51,26,26,68,65,42,40,77,72,1190,950,48,46
10002907,HARROW COLLEGE,General FE College incl Tertiary,Provision,Apprenticeship,40,70,66,72,14,18,70,76,20,28,73,81,10,x,x,x
10002907,HARROW COLLEGE,General FE College incl Tertiary,Level,Level 4+,60,x,91,x,x,x,91,x,7,x,91,x,x,.,x,.
10002907,HARROW COLLEGE,General FE College incl Tertiary,Level,Full Level 3,450,310,61,51,43,52,83,79,51,56,87,81,20,20,x,x
10002907,HARROW COLLEGE,General FE College incl Tertiary,Level,Level 3 - Other,140,40,88,61,16,24,91,68,25,29,92,68,30,x,x,x
10002907,HARROW COLLEGE,General FE College incl Tertiary,Level,Full Level 2,880,910,63,64,18,18,71,70,32,29,77,75,400,250,55,54
10002907,HARROW COLLEGE,General FE College incl Tertiary,Level,Level 2 - Other,90,110,48,52,31,51,65,78,36,62,68,82,30,x,x,x
10002907,HARROW COLLEGE,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),2130,2010,44,45,27,24,62,60,46,40,74,69,710,660,42,43
10002907,HARROW COLLEGE,General FE College incl Tertiary,Level,Traineeships,30,60,x,52,16,29,58,61,32,63,65,88,20,10,x,x
10002907,HARROW COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,400,360,31,28,34,35,59,54,54,48,73,63,110,100,39,39
10002907,HARROW COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,3310,3060,55,54,25,25,69,66,41,39,78,73,1070,850,49,47
10002907,HARROW COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,70,40,70,71,14,9,73,71,26,18,79,71,30,10,x,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,All,All,410,380,33,25,19,17,49,42,36,38,61,57,90,30,50,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Gender,Female,350,350,30,25,20,17,47,41,38,38,60,57,50,20,50,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Gender,Male,60,40,51,27,15,18,59,45,24,30,66,55,40,x,50,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Age,19 - 24,20,x,x,x,24,x,65,x,29,x,71,x,10,x,x,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Age,25 - 49,320,310,31,25,19,19,46,43,38,40,60,59,50,20,47,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Age,50+,60,60,40,28,22,9,59,35,29,25,64,46,30,x,x,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Provision,Skills,410,380,33,25,19,17,49,42,36,38,61,57,90,30,50,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 2 - Other,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),400,380,33,25,20,17,49,42,36,38,61,57,80,30,53,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,20,50,x,15,21,22,42,37,37,39,58,52,x,x,x,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,320,270,34,26,20,17,50,42,37,36,61,55,80,20,49,x
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,70,70,32,29,15,14,46,43,31,43,59,66,x,x,x,x
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,All,All,630,420,45,48,26,25,59,63,49,41,75,72,220,170,35,36
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Gender,Female,420,240,49,49,28,24,63,63,48,41,76,72,120,80,39,34
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Gender,Male,210,180,38,47,23,26,52,63,52,42,72,72,100,90,31,38
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Age,Under 19,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Age,19 - 24,130,120,40,47,34,38,59,72,57,50,74,78,50,50,43,43
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Age,25 - 49,370,220,49,52,25,20,62,63,49,36,80,71,120,80,34,37
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Age,50+,130,90,41,40,23,21,53,52,41,44,61,66,50,40,30,25
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Provision,Skills,630,420,45,49,26,25,59,64,49,41,75,72,220,160,35,36
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Provision,Apprenticeship,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.,x
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Level,Level 4+,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Level,Full Level 3,40,x,88,x,15,x,88,x,25,x,90,x,x,x,x,x
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Level,Level 3 - Other,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.,x
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Level,Full Level 2,90,160,62,71,17,18,69,78,38,32,82,82,20,50,x,53
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Level,Level 2 - Other,60,70,43,43,34,21,62,54,52,41,72,71,20,30,x,x
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),420,180,36,28,29,32,53,52,54,49,71,63,170,80,31,25
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Level,Traineeships,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.,x
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,160,150,19,29,32,31,43,51,55,47,62,62,50,60,22,30
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,470,270,55,59,24,21,65,70,47,38,80,78,170,110,39,39
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,All,All,3420,2470,55,60,20,23,62,66,43,39,75,73,2100,1140,44,43
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Gender,Female,1210,1160,57,63,24,24,66,71,46,41,77,77,480,380,37,43
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Gender,Male,2210,1310,54,57,18,21,60,62,42,36,74,71,1610,770,47,44
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Age,Under 19,130,90,91,88,74,66,97,93,80,74,97,97,.,.,.,.
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Age,19 - 24,1260,960,60,62,27,29,69,71,49,43,80,78,730,420,49,50
